orank,rating_day_num,season,sys_name,team
315,37,2003,RPI,1252
325,37,2003,RPI,1253
280,37,2003,RPI,1254
184,37,2003,RPI,1256
34,37,2003,RPI,1257
161,37,2003,RPI,1258
302,37,2003,RPI,1259
183,37,2003,RPI,1260
86,37,2003,RPI,1261
297,37,2003,RPI,1263
229,37,2003,RPI,1264
105,37,2003,RPI,1265
47,37,2003,RPI,1266
159,37,2003,RPI,1267
56,37,2003,RPI,1268
224,37,2003,RPI,1269
146,37,2003,RPI,1270
311,37,2003,RPI,1271
85,37,2003,RPI,1272
40,37,2003,RPI,1273
155,37,2003,RPI,1274
66,37,2003,RPI,1275
281,37,2003,RPI,1276
84,37,2003,RPI,1277
52,37,2003,RPI,1278
49,37,2003,RPI,1279
199,37,2003,RPI,1280
24,37,2003,RPI,1281
326,37,2003,RPI,1282
98,37,2003,RPI,1283
279,37,2003,RPI,1284
242,37,2003,RPI,1285
218,37,2003,RPI,1286
238,37,2003,RPI,1287
327,37,2003,RPI,1288
319,37,2003,RPI,1289
273,37,2003,RPI,1290
162,37,2003,RPI,1291
123,37,2003,RPI,1292
27,37,2003,RPI,1293
118,37,2003,RPI,1296
263,37,2003,RPI,1298
321,37,2003,RPI,1299
23,37,2003,RPI,1301
61,37,2003,RPI,1304
185,37,2003,RPI,1305
301,37,2003,RPI,1306
190,37,2003,RPI,1307
119,37,2003,RPI,1308
133,37,2003,RPI,1309
265,37,2003,RPI,1310
290,37,2003,RPI,1311
252,37,2003,RPI,1313
31,37,2003,RPI,1314
36,37,2003,RPI,1317
267,37,2003,RPI,1318
174,37,2003,RPI,1319
117,37,2003,RPI,1320
194,37,2003,RPI,1321
251,37,2003,RPI,1322
12,37,2003,RPI,1323
257,37,2003,RPI,1324
276,37,2003,RPI,1325
63,37,2003,RPI,1326
9,37,2003,RPI,1328
18,37,2003,RPI,1329
38,37,2003,RPI,1330
76,37,2003,RPI,1331
45,37,2003,RPI,1332
203,37,2003,RPI,1333
261,37,2003,RPI,1334
278,37,2003,RPI,1335
215,37,2003,RPI,1336
262,37,2003,RPI,1337
153,37,2003,RPI,1338
148,37,2003,RPI,1339
181,37,2003,RPI,1340
108,37,2003,RPI,1341
156,37,2003,RPI,1343
141,37,2003,RPI,1344
13,37,2003,RPI,1345
130,37,2003,RPI,1346
271,37,2003,RPI,1347
150,37,2003,RPI,1348
115,37,2003,RPI,1349
107,37,2003,RPI,1350
198,37,2003,RPI,1351
296,37,2003,RPI,1352
129,37,2003,RPI,1353
226,37,2003,RPI,1354
7,37,2003,RPI,1356
295,37,2003,RPI,1357
236,37,2003,RPI,1358
139,37,2003,RPI,1359
151,37,2003,RPI,1360
234,37,2003,RPI,1361
264,37,2003,RPI,1362
241,37,2003,RPI,1363
171,37,2003,RPI,1364
235,37,2003,RPI,1365
318,37,2003,RPI,1366
175,37,2003,RPI,1368
248,37,2003,RPI,1369
111,37,2003,RPI,1371
287,37,2003,RPI,1372
99,37,2003,RPI,1373
14,37,2003,RPI,1374
142,37,2003,RPI,1375
94,37,2003,RPI,1376
37,37,2003,RPI,1378
70,37,2003,RPI,1379
320,37,2003,RPI,1380
266,37,2003,RPI,1381
196,37,2003,RPI,1382
282,37,2003,RPI,1383
193,37,2003,RPI,1384
46,37,2003,RPI,1385
6,37,2003,RPI,1386
206,37,2003,RPI,1387
95,37,2003,RPI,1388
210,37,2003,RPI,1389
3,37,2003,RPI,1390
308,37,2003,RPI,1391
211,37,2003,RPI,1392
132,37,2003,RPI,1393
307,37,2003,RPI,1394
55,37,2003,RPI,1395
283,37,2003,RPI,1396
101,37,2003,RPI,1397
259,37,2003,RPI,1398
144,37,2003,RPI,1399
33,37,2003,RPI,1400
19,37,2003,RPI,1401
89,37,2003,RPI,1402
67,37,2003,RPI,1403
228,37,2003,RPI,1404
143,37,2003,RPI,1405
220,37,2003,RPI,1406
182,37,2003,RPI,1407
207,37,2003,RPI,1408
26,37,2003,RPI,1409
250,37,2003,RPI,1410
200,37,2003,RPI,1411
62,37,2003,RPI,1412
73,37,2003,RPI,1414
309,37,2003,RPI,1415
227,37,2003,RPI,1416
212,37,2003,RPI,1417
255,37,2003,RPI,1418
323,37,2003,RPI,1419
80,37,2003,RPI,1420
299,37,2003,RPI,1421
103,37,2003,RPI,1422
176,37,2003,RPI,1423
35,37,2003,RPI,1424
230,37,2003,RPI,1425
225,37,2003,RPI,1426
243,37,2003,RPI,1427
140,37,2003,RPI,1428
191,37,2003,RPI,1429
293,37,2003,RPI,1431
205,37,2003,RPI,1433
165,37,2003,RPI,1434
88,37,2003,RPI,1435
121,37,2003,RPI,1436
8,37,2003,RPI,1437
51,37,2003,RPI,1438
208,37,2003,RPI,1439
167,37,2003,RPI,1440
324,37,2003,RPI,1441
180,37,2003,RPI,1442
127,37,2003,RPI,1443
137,37,2003,RPI,1444
163,37,2003,RPI,1447
11,37,2003,RPI,1448
138,37,2003,RPI,1449
186,37,2003,RPI,1450
69,37,2003,RPI,1451
78,37,2003,RPI,1452
126,37,2003,RPI,1453
152,37,2003,RPI,1454
173,37,2003,RPI,1455
277,37,2003,RPI,1456
233,37,2003,RPI,1457
2,37,2003,RPI,1458
83,37,2003,RPI,1459
82,37,2003,RPI,1460
57,37,2003,RPI,1461
17,37,2003,RPI,1462
106,37,2003,RPI,1463
213,37,2003,RPI,1464
153,44,2003,RPI,1102
263,44,2003,RPI,1103
33,44,2003,RPI,1104
291,44,2003,RPI,1105
277,44,2003,RPI,1106
267,44,2003,RPI,1107
238,44,2003,RPI,1108
175,44,2003,RPI,1110
132,44,2003,RPI,1111
8,44,2003,RPI,1112
111,44,2003,RPI,1113
168,44,2003,RPI,1114
214,44,2003,RPI,1115
166,44,2003,RPI,1116
215,44,2003,RPI,1117
309,44,2003,RPI,1119
93,44,2003,RPI,1120
27,44,2003,RPI,1122
15,44,2003,RPI,1123
109,44,2003,RPI,1124
140,44,2003,RPI,1125
170,44,2003,RPI,1126
221,44,2003,RPI,1127
237,44,2003,RPI,1128
127,44,2003,RPI,1129
37,44,2003,RPI,1130
104,44,2003,RPI,1131
269,44,2003,RPI,1132
164,44,2003,RPI,1133
310,44,2003,RPI,1135
138,44,2003,RPI,1137
295,44,2003,RPI,1138
36,44,2003,RPI,1139
7,44,2003,RPI,1140
82,44,2003,RPI,1141
307,44,2003,RPI,1142
84,44,2003,RPI,1143
296,44,2003,RPI,1144
72,44,2003,RPI,1145
201,44,2003,RPI,1147
174,44,2003,RPI,1148
259,44,2003,RPI,1149
290,44,2003,RPI,1150
160,44,2003,RPI,1151
319,44,2003,RPI,1152
70,44,2003,RPI,1153
288,44,2003,RPI,1154
124,44,2003,RPI,1155
196,44,2003,RPI,1156
228,44,2003,RPI,1157
3,44,2003,RPI,1158
278,44,2003,RPI,1159
280,44,2003,RPI,1160
116,44,2003,RPI,1161
294,44,2003,RPI,1162
26,44,2003,RPI,1163
260,44,2003,RPI,1164
305,44,2003,RPI,1165
18,44,2003,RPI,1166
321,44,2003,RPI,1168
156,44,2003,RPI,1169
256,44,2003,RPI,1170
247,44,2003,RPI,1171
61,44,2003,RPI,1172
100,44,2003,RPI,1173
154,44,2003,RPI,1174
162,44,2003,RPI,1175
239,44,2003,RPI,1176
14,44,2003,RPI,1177
184,44,2003,RPI,1178
173,44,2003,RPI,1179
120,44,2003,RPI,1180
12,44,2003,RPI,1181
211,44,2003,RPI,1182
117,44,2003,RPI,1183
320,44,2003,RPI,1184
192,44,2003,RPI,1185
83,44,2003,RPI,1186
39,44,2003,RPI,1187
286,44,2003,RPI,1189
216,44,2003,RPI,1190
108,44,2003,RPI,1191
219,44,2003,RPI,1192
50,44,2003,RPI,1193
179,44,2003,RPI,1194
21,44,2003,RPI,1196
207,44,2003,RPI,1197
230,44,2003,RPI,1198
28,44,2003,RPI,1199
242,44,2003,RPI,1200
76,44,2003,RPI,1201
224,44,2003,RPI,1202
51,44,2003,RPI,1203
255,44,2003,RPI,1204
253,44,2003,RPI,1205
146,44,2003,RPI,1206
22,44,2003,RPI,1207
30,44,2003,RPI,1208
287,44,2003,RPI,1209
89,44,2003,RPI,1210
57,44,2003,RPI,1211
188,44,2003,RPI,1212
59,44,2003,RPI,1214
169,44,2003,RPI,1216
66,44,2003,RPI,1217
180,44,2003,RPI,1218
136,44,2003,RPI,1219
271,44,2003,RPI,1220
68,44,2003,RPI,1221
279,44,2003,RPI,1222
283,44,2003,RPI,1224
199,44,2003,RPI,1225
297,44,2003,RPI,1226
79,44,2003,RPI,1227
60,44,2003,RPI,1228
217,44,2003,RPI,1229
1,44,2003,RPI,1231
129,44,2003,RPI,1232
234,44,2003,RPI,1233
77,44,2003,RPI,1234
42,44,2003,RPI,1235
248,44,2003,RPI,1236
202,44,2003,RPI,1237
152,44,2003,RPI,1238
223,44,2003,RPI,1239
118,44,2003,RPI,1240
143,44,2003,RPI,1241
17,44,2003,RPI,1242
191,44,2003,RPI,1243
46,44,2003,RPI,1245
34,44,2003,RPI,1246
187,44,2003,RPI,1247
303,44,2003,RPI,1248
311,44,2003,RPI,1249
232,44,2003,RPI,1250
272,44,2003,RPI,1251
316,44,2003,RPI,1252
322,44,2003,RPI,1253
289,44,2003,RPI,1254
240,44,2003,RPI,1256
13,44,2003,RPI,1257
183,44,2003,RPI,1258
266,44,2003,RPI,1259
245,44,2003,RPI,1260
53,44,2003,RPI,1261
285,44,2003,RPI,1263
181,44,2003,RPI,1264
155,44,2003,RPI,1265
25,44,2003,RPI,1266
112,44,2003,RPI,1267
54,44,2003,RPI,1268
125,44,2003,RPI,1269
71,44,2003,RPI,1270
317,44,2003,RPI,1271
87,44,2003,RPI,1272
81,44,2003,RPI,1273
145,44,2003,RPI,1274
90,44,2003,RPI,1275
213,44,2003,RPI,1276
43,44,2003,RPI,1277
19,44,2003,RPI,1278
40,44,2003,RPI,1279
106,44,2003,RPI,1280
10,44,2003,RPI,1281
326,44,2003,RPI,1282
102,44,2003,RPI,1283
304,44,2003,RPI,1284
241,44,2003,RPI,1285
210,44,2003,RPI,1286
265,44,2003,RPI,1287
325,44,2003,RPI,1288
324,44,2003,RPI,1289
292,44,2003,RPI,1290
205,44,2003,RPI,1291
126,44,2003,RPI,1292
94,44,2003,RPI,1293
119,44,2003,RPI,1296
264,44,2003,RPI,1298
314,44,2003,RPI,1299
49,44,2003,RPI,1301
64,44,2003,RPI,1304
233,44,2003,RPI,1305
293,44,2003,RPI,1306
203,44,2003,RPI,1307
134,44,2003,RPI,1308
115,44,2003,RPI,1309
246,44,2003,RPI,1310
308,44,2003,RPI,1311
284,44,2003,RPI,1313
16,44,2003,RPI,1314
75,44,2003,RPI,1317
298,44,2003,RPI,1318
157,44,2003,RPI,1319
135,44,2003,RPI,1320
208,44,2003,RPI,1321
299,44,2003,RPI,1322
6,44,2003,RPI,1323
250,44,2003,RPI,1324
258,44,2003,RPI,1325
69,44,2003,RPI,1326
35,44,2003,RPI,1328
32,44,2003,RPI,1329
114,44,2003,RPI,1330
176,44,2003,RPI,1331
24,44,2003,RPI,1332
204,44,2003,RPI,1333
225,44,2003,RPI,1334
186,44,2003,RPI,1335
235,44,2003,RPI,1336
249,44,2003,RPI,1337
148,44,2003,RPI,1338
141,44,2003,RPI,1339
197,44,2003,RPI,1340
101,44,2003,RPI,1341
194,44,2003,RPI,1343
178,44,2003,RPI,1344
20,44,2003,RPI,1345
133,44,2003,RPI,1346
275,44,2003,RPI,1347
150,44,2003,RPI,1348
95,44,2003,RPI,1349
99,44,2003,RPI,1350
195,44,2003,RPI,1351
312,44,2003,RPI,1352
88,44,2003,RPI,1353
261,44,2003,RPI,1354
45,44,2003,RPI,1356
276,44,2003,RPI,1357
257,44,2003,RPI,1358
159,44,2003,RPI,1359
137,44,2003,RPI,1360
171,44,2003,RPI,1361
302,44,2003,RPI,1362
281,44,2003,RPI,1363
163,44,2003,RPI,1364
226,44,2003,RPI,1365
315,44,2003,RPI,1366
142,44,2003,RPI,1368
274,44,2003,RPI,1369
149,44,2003,RPI,1371
172,44,2003,RPI,1372
96,44,2003,RPI,1373
47,44,2003,RPI,1374
121,44,2003,RPI,1375
78,44,2003,RPI,1376
58,44,2003,RPI,1378
103,44,2003,RPI,1379
327,44,2003,RPI,1380
270,44,2003,RPI,1381
130,44,2003,RPI,1382
244,44,2003,RPI,1383
185,44,2003,RPI,1384
48,44,2003,RPI,1385
5,44,2003,RPI,1386
147,44,2003,RPI,1387
98,44,2003,RPI,1388
229,44,2003,RPI,1389
4,44,2003,RPI,1390
300,44,2003,RPI,1391
200,44,2003,RPI,1392
86,44,2003,RPI,1393
318,44,2003,RPI,1394
113,44,2003,RPI,1395
218,44,2003,RPI,1396
110,44,2003,RPI,1397
301,44,2003,RPI,1398
91,44,2003,RPI,1399
23,44,2003,RPI,1400
9,44,2003,RPI,1401
62,44,2003,RPI,1402
67,44,2003,RPI,1403
222,44,2003,RPI,1404
65,44,2003,RPI,1405
262,44,2003,RPI,1406
189,44,2003,RPI,1407
193,44,2003,RPI,1408
55,44,2003,RPI,1409
273,44,2003,RPI,1410
139,44,2003,RPI,1411
52,44,2003,RPI,1412
73,44,2003,RPI,1414
313,44,2003,RPI,1415
144,44,2003,RPI,1416
161,44,2003,RPI,1417
190,44,2003,RPI,1418
231,44,2003,RPI,1419
165,44,2003,RPI,1420
268,44,2003,RPI,1421
97,44,2003,RPI,1422
177,44,2003,RPI,1423
56,44,2003,RPI,1424
243,44,2003,RPI,1425
254,44,2003,RPI,1426
209,44,2003,RPI,1427
105,44,2003,RPI,1428
158,44,2003,RPI,1429
306,44,2003,RPI,1431
206,44,2003,RPI,1433
123,44,2003,RPI,1434
74,44,2003,RPI,1435
151,44,2003,RPI,1436
29,44,2003,RPI,1437
41,44,2003,RPI,1438
212,44,2003,RPI,1439
198,44,2003,RPI,1440
323,44,2003,RPI,1441
227,44,2003,RPI,1442
131,44,2003,RPI,1443
122,44,2003,RPI,1444
236,44,2003,RPI,1447
2,44,2003,RPI,1448
128,44,2003,RPI,1449
220,44,2003,RPI,1450
80,44,2003,RPI,1451
63,44,2003,RPI,1452
107,44,2003,RPI,1453
167,44,2003,RPI,1454
252,44,2003,RPI,1455
282,44,2003,RPI,1456
251,44,2003,RPI,1457
11,44,2003,RPI,1458
92,44,2003,RPI,1459
85,44,2003,RPI,1460
44,44,2003,RPI,1461
31,44,2003,RPI,1462
38,44,2003,RPI,1463
182,44,2003,RPI,1464
199,51,2003,RPI,1102
263,51,2003,RPI,1103
18,51,2003,RPI,1104
296,51,2003,RPI,1105
266,51,2003,RPI,1106
245,51,2003,RPI,1107
276,51,2003,RPI,1108
222,51,2003,RPI,1110
88,51,2003,RPI,1111
3,51,2003,RPI,1112
38,51,2003,RPI,1113
133,51,2003,RPI,1114
254,51,2003,RPI,1115
104,51,2003,RPI,1116
271,51,2003,RPI,1117
319,51,2003,RPI,1119
56,51,2003,RPI,1120
103,51,2003,RPI,1122
35,51,2003,RPI,1123
181,51,2003,RPI,1124
195,51,2003,RPI,1125
241,51,2003,RPI,1126
166,51,2003,RPI,1127
252,51,2003,RPI,1128
145,51,2003,RPI,1129
9,51,2003,RPI,1130
128,51,2003,RPI,1131
180,51,2003,RPI,1132
201,51,2003,RPI,1133
301,51,2003,RPI,1135
203,51,2003,RPI,1137
288,51,2003,RPI,1138
40,51,2003,RPI,1139
8,51,2003,RPI,1140
98,51,2003,RPI,1141
265,51,2003,RPI,1142
81,51,2003,RPI,1143
259,51,2003,RPI,1144
127,51,2003,RPI,1145
243,51,2003,RPI,1147
260,51,2003,RPI,1148
238,51,2003,RPI,1149
156,51,2003,RPI,1150
116,51,2003,RPI,1151
285,51,2003,RPI,1152
22,51,2003,RPI,1153
323,51,2003,RPI,1154
77,51,2003,RPI,1155
189,51,2003,RPI,1156
182,51,2003,RPI,1157
41,51,2003,RPI,1158
286,51,2003,RPI,1159
171,51,2003,RPI,1160
89,51,2003,RPI,1161
309,51,2003,RPI,1162
30,51,2003,RPI,1163
247,51,2003,RPI,1164
311,51,2003,RPI,1165
10,51,2003,RPI,1166
314,51,2003,RPI,1168
162,51,2003,RPI,1169
275,51,2003,RPI,1170
270,51,2003,RPI,1171
31,51,2003,RPI,1172
42,51,2003,RPI,1173
91,51,2003,RPI,1174
118,51,2003,RPI,1175
149,51,2003,RPI,1176
15,51,2003,RPI,1177
173,51,2003,RPI,1178
169,51,2003,RPI,1179
146,51,2003,RPI,1180
34,51,2003,RPI,1181
196,51,2003,RPI,1182
155,51,2003,RPI,1183
308,51,2003,RPI,1184
268,51,2003,RPI,1185
59,51,2003,RPI,1186
111,51,2003,RPI,1187
236,51,2003,RPI,1189
167,51,2003,RPI,1190
96,51,2003,RPI,1191
215,51,2003,RPI,1192
66,51,2003,RPI,1193
230,51,2003,RPI,1194
17,51,2003,RPI,1196
159,51,2003,RPI,1197
253,51,2003,RPI,1198
72,51,2003,RPI,1199
262,51,2003,RPI,1200
68,51,2003,RPI,1201
185,51,2003,RPI,1202
71,51,2003,RPI,1203
250,51,2003,RPI,1204
248,51,2003,RPI,1205
85,51,2003,RPI,1206
79,51,2003,RPI,1207
24,51,2003,RPI,1208
249,51,2003,RPI,1209
93,51,2003,RPI,1210
29,51,2003,RPI,1211
261,51,2003,RPI,1212
113,51,2003,RPI,1214
160,51,2003,RPI,1216
60,51,2003,RPI,1217
92,51,2003,RPI,1218
224,51,2003,RPI,1219
280,51,2003,RPI,1220
49,51,2003,RPI,1221
287,51,2003,RPI,1222
289,51,2003,RPI,1224
226,51,2003,RPI,1225
277,51,2003,RPI,1226
94,51,2003,RPI,1227
26,51,2003,RPI,1228
231,51,2003,RPI,1229
4,51,2003,RPI,1231
129,51,2003,RPI,1232
239,51,2003,RPI,1233
65,51,2003,RPI,1234
70,51,2003,RPI,1235
279,51,2003,RPI,1236
188,51,2003,RPI,1237
269,51,2003,RPI,1238
283,51,2003,RPI,1239
219,51,2003,RPI,1240
202,51,2003,RPI,1241
19,51,2003,RPI,1242
140,51,2003,RPI,1243
44,51,2003,RPI,1245
5,51,2003,RPI,1246
187,51,2003,RPI,1247
278,51,2003,RPI,1248
294,51,2003,RPI,1249
198,51,2003,RPI,1250
255,51,2003,RPI,1251
306,51,2003,RPI,1252
313,51,2003,RPI,1253
235,51,2003,RPI,1254
190,51,2003,RPI,1256
46,51,2003,RPI,1257
246,51,2003,RPI,1258
303,51,2003,RPI,1259
240,51,2003,RPI,1260
45,51,2003,RPI,1261
214,51,2003,RPI,1263
191,51,2003,RPI,1264
204,51,2003,RPI,1265
23,51,2003,RPI,1266
210,51,2003,RPI,1267
50,51,2003,RPI,1268
170,51,2003,RPI,1269
55,51,2003,RPI,1270
324,51,2003,RPI,1271
39,51,2003,RPI,1272
124,51,2003,RPI,1273
211,51,2003,RPI,1274
73,51,2003,RPI,1275
120,51,2003,RPI,1276
20,51,2003,RPI,1277
33,51,2003,RPI,1278
67,51,2003,RPI,1279
84,51,2003,RPI,1280
13,51,2003,RPI,1281
312,51,2003,RPI,1282
163,51,2003,RPI,1283
318,51,2003,RPI,1284
165,51,2003,RPI,1285
174,51,2003,RPI,1286
132,51,2003,RPI,1287
326,51,2003,RPI,1288
325,51,2003,RPI,1289
284,51,2003,RPI,1290
212,51,2003,RPI,1291
208,51,2003,RPI,1292
63,51,2003,RPI,1293
150,51,2003,RPI,1296
293,51,2003,RPI,1298
292,51,2003,RPI,1299
53,51,2003,RPI,1301
80,51,2003,RPI,1304
168,51,2003,RPI,1305
304,51,2003,RPI,1306
200,51,2003,RPI,1307
108,51,2003,RPI,1308
227,51,2003,RPI,1309
228,51,2003,RPI,1310
299,51,2003,RPI,1311
258,51,2003,RPI,1313
7,51,2003,RPI,1314
157,51,2003,RPI,1317
273,51,2003,RPI,1318
109,51,2003,RPI,1319
178,51,2003,RPI,1320
161,51,2003,RPI,1321
316,51,2003,RPI,1322
6,51,2003,RPI,1323
251,51,2003,RPI,1324
220,51,2003,RPI,1325
57,51,2003,RPI,1326
64,51,2003,RPI,1328
28,51,2003,RPI,1329
141,51,2003,RPI,1330
139,51,2003,RPI,1331
16,51,2003,RPI,1332
207,51,2003,RPI,1333
154,51,2003,RPI,1334
148,51,2003,RPI,1335
175,51,2003,RPI,1336
179,51,2003,RPI,1337
69,51,2003,RPI,1338
218,51,2003,RPI,1339
290,51,2003,RPI,1340
164,51,2003,RPI,1341
183,51,2003,RPI,1343
110,51,2003,RPI,1344
43,51,2003,RPI,1345
105,51,2003,RPI,1346
307,51,2003,RPI,1347
100,51,2003,RPI,1348
87,51,2003,RPI,1349
101,51,2003,RPI,1350
225,51,2003,RPI,1351
322,51,2003,RPI,1352
134,51,2003,RPI,1353
244,51,2003,RPI,1354
27,51,2003,RPI,1356
315,51,2003,RPI,1357
281,51,2003,RPI,1358
209,51,2003,RPI,1359
177,51,2003,RPI,1360
138,51,2003,RPI,1361
274,51,2003,RPI,1362
282,51,2003,RPI,1363
135,51,2003,RPI,1364
153,51,2003,RPI,1365
317,51,2003,RPI,1366
194,51,2003,RPI,1368
232,51,2003,RPI,1369
151,51,2003,RPI,1371
223,51,2003,RPI,1372
121,51,2003,RPI,1373
82,51,2003,RPI,1374
130,51,2003,RPI,1375
95,51,2003,RPI,1376
74,51,2003,RPI,1378
126,51,2003,RPI,1379
327,51,2003,RPI,1380
213,51,2003,RPI,1381
48,51,2003,RPI,1382
297,51,2003,RPI,1383
242,51,2003,RPI,1384
62,51,2003,RPI,1385
1,51,2003,RPI,1386
117,51,2003,RPI,1387
216,51,2003,RPI,1388
256,51,2003,RPI,1389
11,51,2003,RPI,1390
300,51,2003,RPI,1391
229,51,2003,RPI,1392
51,51,2003,RPI,1393
291,51,2003,RPI,1394
142,51,2003,RPI,1395
184,51,2003,RPI,1396
112,51,2003,RPI,1397
321,51,2003,RPI,1398
136,51,2003,RPI,1399
14,51,2003,RPI,1400
99,51,2003,RPI,1401
137,51,2003,RPI,1402
36,51,2003,RPI,1403
147,51,2003,RPI,1404
90,51,2003,RPI,1405
305,51,2003,RPI,1406
144,51,2003,RPI,1407
205,51,2003,RPI,1408
25,51,2003,RPI,1409
272,51,2003,RPI,1410
217,51,2003,RPI,1411
122,51,2003,RPI,1412
75,51,2003,RPI,1414
320,51,2003,RPI,1415
152,51,2003,RPI,1416
197,51,2003,RPI,1417
131,51,2003,RPI,1418
264,51,2003,RPI,1419
237,51,2003,RPI,1420
192,51,2003,RPI,1421
206,51,2003,RPI,1422
52,51,2003,RPI,1423
54,51,2003,RPI,1424
221,51,2003,RPI,1425
234,51,2003,RPI,1426
123,51,2003,RPI,1427
58,51,2003,RPI,1428
83,51,2003,RPI,1429
295,51,2003,RPI,1431
119,51,2003,RPI,1433
97,51,2003,RPI,1434
106,51,2003,RPI,1435
172,51,2003,RPI,1436
61,51,2003,RPI,1437
32,51,2003,RPI,1438
193,51,2003,RPI,1439
186,51,2003,RPI,1440
302,51,2003,RPI,1441
257,51,2003,RPI,1442
86,51,2003,RPI,1443
78,51,2003,RPI,1444
267,51,2003,RPI,1447
2,51,2003,RPI,1448
107,51,2003,RPI,1449
143,51,2003,RPI,1450
102,51,2003,RPI,1451
76,51,2003,RPI,1452
158,51,2003,RPI,1453
125,51,2003,RPI,1454
176,51,2003,RPI,1455
310,51,2003,RPI,1456
233,51,2003,RPI,1457
21,51,2003,RPI,1458
115,51,2003,RPI,1459
114,51,2003,RPI,1460
47,51,2003,RPI,1461
12,51,2003,RPI,1462
37,51,2003,RPI,1463
298,51,2003,RPI,1464
186,57,2003,RPI,1102
203,57,2003,RPI,1103
12,57,2003,RPI,1104
289,57,2003,RPI,1105
249,57,2003,RPI,1106
235,57,2003,RPI,1107
299,57,2003,RPI,1108
197,57,2003,RPI,1110
100,57,2003,RPI,1111
1,57,2003,RPI,1112
36,57,2003,RPI,1113
162,57,2003,RPI,1114
238,57,2003,RPI,1115
115,57,2003,RPI,1116
274,57,2003,RPI,1117
320,57,2003,RPI,1119
